age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,3,2452,15,1,0,4,1,4,0,0,0,28,37,0
2,3,1516,15,1,4,11,3,4,0,0,0,8,37,0
29,3,1111,9,4,2,1,0,1,1,0,37,23,28,1
43,3,681,15,1,2,5,0,4,1,0,0,28,37,0
29,3,2689,7,3,2,6,0,4,1,0,0,28,37,1
7,3,404,7,3,4,5,3,4,1,0,0,18,37,0
12,3,746,8,2,2,9,0,4,1,0,0,28,37,0
32,4,2414,7,3,2,2,0,4,1,0,0,28,37,1
26,6,1525,8,2,2,9,5,4,0,0,0,28,37,1
28,5,1095,15,1,2,2,0,4,1,0,4,28,37,1
40,4,293,14,6,2,9,0,4,1,0,0,23,37,1
13,3,1390,15,1,4,11,1,4,1,0,0,39,37,1
30,5,1451,12,5,2,3,0,4,1,0,0,33,37,0
46,2,2363,11,15,2,3,0,4,1,0,0,44,37,0
6,3,2436,7,3,4,7,3,2,1,0,0,32,37,0
25,3,2701,11,15,2,13,0,4,1,0,0,39,37,0
21,3,2699,9,4,5,2,1,4,1,0,0,28,37,0
2,3,2541,11,15,4,7,3,4,1,0,0,18,37,0
18,3,867,2,14,2,7,0,2,1,0,0,28,37,0
2,3,732,11,15,4,11,3,4,0,0,0,13,37,0
45,5,2332,11,15,2,11,0,4,1,0,0,28,37,0
30,5,304,5,10,2,11,0,4,1,0,0,28,31,0
11,3,695,5,10,2,5,0,3,1,0,32,28,31,0
17,3,1987,11,15,2,1,0,2,1,0,0,28,37,0
33,6,792,11,15,2,13,0,4,1,0,0,28,31,0
3,3,2354,11,15,4,1,1,4,0,0,0,18,37,0
4,3,2494,15,1,4,1,3,4,0,0,0,28,37,0
24,3,594,11,15,4,6,4,2,1,0,0,28,37,0
24,3,145,11,15,6,11,1,4,0,0,0,28,37,0
19,3,778,14,6,4,9,1,3,1,0,0,28,18,1
16,3,1799,8,2,2,12,5,4,0,0,0,28,37,1
45,3,540,6,11,2,7,0,4,1,0,0,28,37,0
28,2,2272,9,4,2,9,0,4,1,0,0,33,37,1
30,3,31,9,4,2,1,0,4,1,0,0,28,37,1
34,2,2316,9,4,2,1,0,4,1,0,0,39,37,1
50,5,1442,10,7,2,9,0,4,1,3,0,23,37,1
11,4,1463,9,4,2,3,0,4,1,48,0,44,37,0
2,3,1904,15,1,4,11,3,4,0,0,0,18,37,0
46,3,1762,0,12,2,1,0,4,1,0,0,33,37,0
15,3,1924,9,4,4,11,1,4,0,0,8,28,37,0
1,3,380,11,15,4,1,3,4,1,0,0,8,37,0
16,3,917,15,1,5,1,4,4,0,0,0,28,37,0
21,4,2817,9,4,2,3,0,4,1,11,0,62,37,1
12,3,2688,11,15,2,7,5,4,0,0,0,28,37,0
57,3,1341,4,9,2,13,0,2,1,0,0,28,37,0
15,3,312,9,4,2,9,5,4,0,0,22,20,37,1
22,3,2251,11,15,2,2,0,4,1,0,0,28,37,1
42,3,106,11,15,2,2,0,4,1,0,0,28,37,1
2,4,501,15,1,4,7,3,1,0,0,0,23,33,0
18,3,2353,10,7,4,9,1,4,0,0,0,62,37,1
18,3,455,11,15,2,2,0,4,1,0,0,30,37,0
30,3,2250,12,5,0,9,4,4,0,0,0,28,37,0
21,3,1608,11,15,2,6,5,4,0,0,0,28,37,0
11,3,2295,11,15,4,7,1,2,0,0,0,36,37,0
5,5,1352,15,1,4,2,1,4,1,0,0,28,37,0
24,6,860,11,15,2,1,5,4,0,0,0,28,37,0
11,3,583,4,9,4,2,1,4,1,0,0,28,4,0
11,3,2594,8,2,2,7,2,4,0,32,0,28,37,0
2,3,1214,0,12,4,5,3,4,1,0,0,13,37,0
30,3,640,9,4,2,11,0,4,1,0,0,57,37,0
8,3,2637,15,1,2,1,5,4,0,0,0,28,37,0
49,4,2648,11,15,2,13,0,4,1,0,0,39,37,1
42,3,1394,4,9,0,6,4,4,0,0,0,28,37,0
21,3,307,11,15,0,2,1,4,1,0,33,28,37,0
16,3,2160,11,15,4,5,1,2,1,0,0,28,22,0
53,5,2268,12,5,2,9,0,4,1,60,0,18,37,1
23,3,797,0,12,2,6,0,4,1,0,0,28,37,0
22,3,2671,15,1,2,3,0,4,1,0,24,50,37,1
21,3,1152,11,15,2,2,0,4,1,0,0,39,37,0
26,3,1526,11,15,2,3,0,4,1,0,0,28,37,0
14,2,1070,11,15,0,10,1,4,1,0,0,35,37,1
2,3,1002,15,1,4,7,3,4,0,0,0,8,37,0
27,3,1122,9,4,2,3,0,4,1,0,0,28,37,1
7,3,41,11,15,4,1,1,4,0,24,0,28,37,0
26,3,2136,11,15,2,2,0,4,1,0,0,28,37,1
32,3,2163,15,1,2,13,0,4,1,0,0,28,37,0
24,3,1323,15,1,2,11,0,4,1,0,0,40,37,0
28,5,2398,9,4,4,3,1,4,0,0,0,28,37,0
26,4,1165,11,15,2,7,0,1,1,0,0,60,35,0
4,3,2120,15,1,4,6,3,4,1,0,0,18,0,0
35,1,728,11,15,2,6,0,4,1,0,0,28,37,1
24,3,1135,8,2,2,6,0,4,1,0,0,28,37,0
24,3,2421,11,15,4,6,1,4,1,16,0,29,37,0
31,1,1410,11,15,2,13,0,2,1,0,0,28,37,1
19,3,1006,15,1,2,13,0,4,1,0,0,28,37,0
29,3,2085,11,15,2,2,0,4,1,0,0,28,37,1
26,2,2171,11,15,2,3,0,3,1,0,21,28,37,1
18,3,2761,11,15,2,2,0,4,1,0,0,28,37,0
4,3,1427,11,15,2,2,0,4,1,0,0,28,37,0
14,5,168,8,2,2,2,0,4,1,0,0,39,37,0
30,3,2264,14,6,2,9,0,4,1,0,0,39,37,1
5,0,1929,4,9,2,0,5,3,0,0,0,28,25,0
6,3,2378,9,4,4,9,1,4,0,0,0,28,37,0
23,3,480,11,15,2,2,0,4,1,0,0,28,37,1
27,3,2055,15,1,2,12,0,4,1,0,0,6,37,1
39,3,2400,15,1,0,7,1,4,0,0,0,39,37,0
9,5,2703,15,1,2,2,0,4,1,0,0,33,37,0
26,2,296,9,4,4,9,1,4,1,0,0,28,37,0
6,3,1455,9,4,4,11,3,4,0,0,0,49,37,0
22,3,2628,2,14,0,11,1,4,0,0,0,28,37,0
10,4,2339,11,15,4,2,2,4,1,0,0,39,25,0
2,3,721,11,15,4,2,3,4,1,0,0,28,37,0
17,3,2062,11,15,4,7,1,4,0,0,0,16,37,0
36,2,1302,11,15,2,3,0,0,1,0,0,36,37,0
54,5,445,12,5,2,11,0,4,1,3,0,28,37,1
30,4,847,9,4,4,11,1,4,1,33,0,49,37,0
27,3,950,11,15,2,2,0,4,1,0,0,28,37,1
19,3,2827,11,15,2,4,5,4,0,0,0,28,37,0
33,5,1476,15,1,0,3,4,1,0,0,0,28,0,0
26,3,542,15,1,0,1,3,4,0,0,0,28,37,0
2,4,753,11,15,4,11,3,4,1,0,0,28,37,0
40,1,2368,15,1,2,3,0,4,1,0,0,28,37,1
10,3,144,9,4,2,3,0,4,1,0,4,49,37,1
41,0,2281,9,4,6,0,1,4,0,0,0,28,37,0
1,3,2811,1,13,4,7,3,4,0,0,0,4,37,0
43,0,2532,11,15,2,0,0,4,1,0,4,57,37,1
6,3,2547,15,1,4,4,1,4,1,0,0,18,37,0
10,3,1868,1,13,4,2,2,4,1,0,0,49,37,0
17,3,886,9,4,2,12,0,4,1,0,0,28,37,1
29,5,341,9,4,2,11,0,4,1,0,22,28,37,1
17,3,2047,9,4,2,3,0,4,1,0,0,39,0,1
20,3,314,9,4,2,3,0,4,1,0,0,39,37,1
19,3,2251,11,15,4,6,1,4,1,0,0,28,37,0
22,3,1204,12,5,2,9,0,4,1,57,0,33,37,1
30,3,1178,15,1,2,2,0,4,1,0,0,28,37,0
7,3,1574,8,2,4,1,1,4,1,0,0,18,37,1
3,3,1444,11,15,4,7,3,4,0,0,0,13,37,0
0,2,766,0,12,4,10,3,4,0,0,9,28,37,0
20,3,2244,11,15,4,7,1,4,0,0,0,28,37,0
6,2,1350,15,1,4,1,3,4,0,0,0,8,37,0
6,3,1601,9,4,4,9,3,4,1,0,0,28,37,0
6,3,2205,8,2,4,7,3,4,1,0,0,8,37,0
11,3,2786,9,4,4,3,1,4,0,0,0,28,37,0
44,0,15,10,7,2,0,0,4,1,0,0,13,37,1
9,3,597,1,13,4,13,1,4,1,0,0,28,37,0
10,3,2099,9,4,2,12,5,4,0,0,0,28,37,1
7,3,2410,11,15,4,3,3,4,1,0,0,28,37,0
14,3,1469,15,1,0,2,1,4,1,0,0,62,37,0
10,3,861,11,15,4,13,3,4,1,0,0,28,37,0
23,3,1899,7,3,2,12,0,4,1,0,0,28,37,1
27,3,2286,8,2,2,2,0,4,1,0,0,28,37,1
24,3,1829,15,1,2,6,0,4,1,56,0,30,37,1
1,3,1354,11,15,4,11,3,4,0,0,0,8,37,0
6,3,2511,11,15,4,11,3,2,1,0,0,28,37,0
34,3,595,1,13,6,5,4,2,0,0,0,28,37,0
60,0,482,11,15,6,0,1,4,0,0,0,2,37,0
4,0,2367,15,1,4,0,3,4,0,0,0,23,37,0
22,3,685,11,15,2,3,0,4,1,0,0,28,37,0
38,3,626,10,7,2,3,0,4,1,0,0,62,37,1
38,3,2438,9,4,2,9,0,4,1,0,0,49,37,1
18,3,1007,11,15,2,13,0,4,1,11,0,62,37,1
33,2,731,12,5,2,9,5,4,0,0,22,28,37,1
17,5,1918,1,13,2,6,0,4,1,0,0,28,37,0
23,3,349,15,1,2,6,0,4,1,42,0,39,37,1
29,4,141,9,4,0,3,1,4,0,0,0,39,37,0
37,3,5,11,15,4,1,4,4,0,0,0,28,37,0
16,3,892,9,4,4,2,3,4,1,0,0,8,37,0
22,3,1032,11,15,0,6,3,4,1,0,0,39,37,0
14,3,925,11,15,2,2,0,4,1,0,0,39,37,1
25,3,682,11,15,2,5,0,4,1,0,0,28,37,1
26,3,453,9,4,2,9,0,4,1,0,0,44,21,1
26,4,2559,12,5,2,3,0,4,1,0,0,39,37,1
23,3,2696,11,15,2,2,0,4,1,0,0,13,37,0
15,3,2579,11,15,0,1,3,1,0,0,0,28,37,0
2,0,2267,11,15,4,0,3,4,1,0,0,28,30,0
15,3,1913,9,4,2,2,0,4,1,0,0,57,25,0
1,3,1748,11,15,4,1,1,4,0,0,0,28,37,0
3,6,900,15,1,4,4,1,4,1,0,0,28,37,0
11,3,733,9,4,2,9,0,1,1,0,0,28,34,0
27,3,2404,7,3,2,11,0,4,1,57,0,28,37,1
6,3,904,11,15,4,2,4,4,1,0,0,28,37,0
55,0,1238,7,3,6,0,1,4,0,0,0,28,37,0
2,3,1744,11,15,4,5,3,4,1,0,0,8,37,0
9,3,1147,11,15,4,1,3,4,0,18,0,28,37,0
2,3,1902,15,1,4,2,3,4,1,51,0,28,37,0
42,3,77,5,10,2,7,5,4,0,0,0,68,37,0
8,3,376,11,15,2,5,0,4,1,0,0,28,37,0
32,3,1867,15,1,2,1,0,4,1,0,0,33,37,1
3,3,1633,11,15,4,6,2,3,1,0,0,20,37,0
10,3,1405,9,4,4,11,3,4,1,0,0,28,37,0
31,5,2238,11,15,0,2,1,4,1,0,0,49,37,1
18,3,1584,15,1,2,2,0,4,1,20,0,28,37,0
17,2,844,15,1,4,2,1,4,1,0,0,28,37,0
22,3,1897,11,15,0,7,1,4,1,0,0,28,37,0
8,3,1199,15,1,3,11,1,4,1,0,0,39,37,0
38,5,2207,15,1,2,2,0,4,1,0,0,39,37,0
53,0,503,11,15,6,0,1,4,0,30,0,1,37,0
8,4,2423,15,1,4,11,3,4,0,0,0,23,37,0
12,3,1687,11,15,4,2,1,4,1,0,0,28,37,0
19,3,2385,11,15,2,6,0,4,1,0,0,33,37,0
22,1,2817,9,4,2,10,0,4,1,0,21,49,37,1
20,3,2270,12,5,0,9,4,4,1,0,0,36,37,0
28,3,1461,11,15,2,13,0,4,1,0,0,28,37,0
5,3,1990,11,15,4,5,3,4,1,0,0,28,37,0
0,3,2313,1,13,4,1,3,4,0,0,0,11,37,0
6,3,2309,15,1,2,5,0,4,1,0,0,28,37,0
5,3,1579,11,15,4,13,3,4,1,0,0,28,37,0
20,3,447,11,15,0,13,1,4,1,0,0,39,37,0
18,3,788,8,2,4,7,4,4,0,0,0,18,37,0
4,3,1837,15,1,4,2,3,4,1,0,0,28,37,0
23,3,1817,11,15,0,6,1,4,0,0,0,28,37,0
11,3,2362,9,4,0,7,4,4,0,0,0,36,9,1
34,6,1130,15,1,0,9,1,4,0,0,0,28,37,0
3,3,265,11,15,4,7,1,4,0,0,0,18,37,0
10,3,1034,11,15,4,5,3,4,1,0,0,28,37,0
16,5,1870,11,15,2,4,0,4,1,0,0,67,37,0
28,3,1387,0,12,2,2,0,4,1,26,0,28,37,0
27,3,2638,11,15,2,4,0,4,1,0,0,62,37,0
16,3,1206,9,4,4,11,1,4,0,0,0,28,37,0
28,5,2106,9,4,2,11,0,4,1,0,0,28,37,1
8,3,1268,11,15,4,1,4,4,0,0,0,28,25,0
35,3,1259,15,1,2,2,0,4,1,48,0,28,37,0
7,3,989,15,1,4,6,1,4,1,0,0,28,37,0
30,3,1836,7,3,6,7,3,4,0,0,0,23,37,0
9,3,369,11,15,4,6,2,4,1,0,0,28,37,0
38,5,995,9,4,2,3,0,4,1,0,0,68,37,0
18,3,1272,12,5,4,2,1,4,1,0,0,39,37,1
6,3,984,11,15,4,1,1,4,0,0,0,39,37,0
20,5,251,11,15,0,3,4,4,1,0,0,44,37,0
23,3,755,11,15,2,13,0,4,1,0,0,28,37,1
14,3,1041,7,3,0,2,1,4,1,0,0,39,37,1
4,3,2507,11,15,4,7,2,4,1,0,0,28,25,0
15,2,1492,11,15,2,13,0,4,1,0,0,28,37,0
35,1,1923,9,4,2,9,0,4,1,0,0,28,37,1
26,3,1053,12,5,2,3,0,4,1,0,0,33,37,1
35,2,2746,15,1,2,13,0,4,1,0,0,28,37,0
26,1,1568,11,15,2,1,5,4,0,0,0,28,37,1
6,3,2120,15,1,4,5,3,4,1,0,0,23,37,0
23,3,167,11,15,2,3,5,4,0,0,0,12,37,1
25,3,221,9,4,2,3,0,4,1,0,0,28,37,1
34,2,577,12,5,2,9,5,4,0,0,0,57,37,1
19,3,543,15,1,2,2,0,4,1,0,0,28,2,1
13,3,2054,15,1,0,3,4,4,0,0,0,28,37,0
20,3,1693,7,3,2,3,0,4,1,0,0,53,37,1
48,3,1808,15,1,0,1,4,4,0,0,0,28,0,0
33,3,2141,8,2,2,3,0,4,1,0,0,39,37,1
14,3,1677,3,8,4,5,1,4,1,0,0,25,25,0
9,3,1735,15,1,4,11,1,4,1,0,0,12,37,0
40,3,2151,6,11,2,11,0,2,1,0,0,44,37,1
28,1,2718,15,1,2,3,0,4,1,57,0,28,37,1
1,3,2486,1,13,4,5,3,4,1,0,0,3,37,0
42,3,1698,11,15,2,6,0,4,1,0,0,18,21,0
31,3,547,5,10,2,2,0,4,1,0,0,20,6,0
19,3,1315,11,15,2,2,0,4,1,0,0,39,37,0
39,3,2729,11,15,2,13,0,4,1,31,0,33,37,1
20,3,2321,11,15,2,13,0,4,1,0,0,39,37,0
4,3,287,11,15,4,11,3,4,0,0,0,28,37,0
0,3,1445,0,12,4,7,3,4,0,0,9,1,37,0
7,3,350,9,4,4,3,3,4,1,0,0,33,37,0
6,3,1413,15,1,4,6,4,1,1,0,0,28,38,0
34,5,2717,7,3,0,3,4,4,0,0,0,68,37,0
3,3,2509,15,1,4,1,3,4,0,0,0,18,0,0
4,3,2187,11,15,4,5,1,4,1,0,0,28,37,0
36,3,1989,15,1,2,13,0,4,1,0,21,33,37,1
10,3,2015,11,15,2,13,0,4,1,0,0,39,37,0
32,3,483,8,2,2,6,5,4,0,0,0,28,27,0
10,3,2605,9,4,4,9,1,4,1,0,0,28,37,0
17,3,1260,11,15,4,2,1,4,1,0,0,28,37,0
9,3,2528,12,5,4,3,1,4,0,0,0,36,37,0
26,3,2631,11,15,2,2,0,4,1,0,0,36,37,1
22,6,1779,11,15,4,7,1,2,1,0,0,28,37,0
9,5,2152,8,2,4,4,3,4,1,0,0,53,37,0
18,4,2683,15,1,2,11,5,4,0,0,0,28,37,0
20,3,321,15,1,0,3,4,4,0,0,0,49,37,0
35,3,38,11,15,2,9,0,4,1,57,0,28,37,1
25,3,1657,9,4,2,9,5,4,0,0,0,44,37,0
7,3,2007,5,10,4,5,2,4,1,0,0,28,25,0
26,3,2678,9,4,0,12,1,4,1,0,20,28,37,0
11,3,1231,11,15,5,4,1,4,1,0,0,44,37,0
18,5,621,15,1,4,2,3,4,1,0,0,28,37,0
23,5,846,8,2,2,9,5,4,0,0,24,3,37,1
1,3,19,0,12,4,5,3,4,1,0,0,28,37,0
13,3,2056,9,4,4,12,1,4,0,0,0,58,37,0
33,4,1936,11,15,2,3,0,4,1,56,0,28,37,1
8,3,282,11,15,4,7,1,4,0,0,0,26,37,0
22,5,2524,9,4,2,4,5,4,0,0,0,39,37,0
40,5,401,7,3,2,7,0,4,1,0,0,28,19,0
6,3,1420,15,1,4,11,3,4,1,0,0,24,19,0
49,0,2598,6,11,2,0,0,4,1,0,0,28,37,0
15,3,1340,11,15,4,5,3,4,0,0,0,28,37,0
26,6,1549,11,15,2,2,0,4,1,0,0,28,37,0
19,3,1032,9,4,2,3,0,4,1,57,0,28,37,1
15,3,2186,11,15,2,2,0,4,1,0,0,28,37,0
42,1,853,0,12,0,7,1,4,0,0,0,25,37,0
17,3,2206,7,3,5,2,1,4,1,0,0,49,37,0
26,3,992,9,4,0,12,3,4,1,0,0,28,37,0
19,3,550,9,4,2,3,0,1,1,0,0,49,0,1
21,3,339,11,15,0,6,2,4,0,0,0,28,37,0
35,4,2484,9,4,2,11,0,4,1,0,0,44,37,0
31,5,2684,15,1,2,3,0,1,1,0,0,53,37,0
5,3,1114,11,15,4,11,1,4,0,0,0,25,37,0
20,6,2460,11,15,0,1,4,4,0,0,0,23,37,0
32,3,1593,11,15,2,1,0,4,1,0,0,28,37,1
36,3,1683,9,4,2,3,0,2,1,0,0,39,37,1
6,3,1221,1,13,2,13,0,4,1,0,0,39,37,0
16,3,2222,11,15,2,5,0,4,1,0,0,23,18,0
13,3,1554,11,15,2,11,0,4,1,0,0,28,37,0
29,3,2518,11,15,5,5,4,4,0,0,0,39,27,0
37,3,2831,11,15,2,3,0,4,1,0,0,28,37,1
40,5,980,11,15,2,2,0,4,1,0,0,39,37,1
29,1,1308,9,4,2,3,0,4,1,57,0,28,37,1
27,3,1485,15,1,2,1,5,4,0,0,0,33,37,1
21,3,1949,11,15,2,6,0,4,1,0,0,28,25,0
1,3,2049,15,1,4,11,3,4,1,0,0,23,37,0
22,3,1019,11,15,2,11,0,4,1,41,0,26,37,0
27,3,186,9,4,4,9,1,4,1,0,0,28,37,0
23,3,2454,11,15,2,3,0,4,1,0,0,28,37,0
20,5,1641,15,1,5,7,3,4,0,0,0,28,5,0
42,1,179,15,1,2,2,0,4,1,0,0,24,37,0
17,2,1351,15,1,2,2,0,4,1,0,16,28,37,0
13,3,2040,9,4,4,1,1,4,1,0,0,39,37,0
0,0,121,15,1,4,0,3,1,0,0,0,28,28,0
8,2,2052,9,4,4,1,1,4,0,0,0,28,37,0
10,5,188,15,1,2,7,5,4,0,0,0,39,37,0
15,6,57,11,15,0,7,1,4,0,0,0,13,37,0
26,3,213,11,15,0,6,2,2,1,0,0,28,37,0
17,3,420,11,15,4,12,1,4,1,0,0,28,37,0
55,4,2450,15,1,2,3,0,4,1,0,0,13,37,1
20,5,2601,11,15,2,2,0,4,1,0,30,28,37,0
21,5,859,15,1,5,11,1,1,1,0,0,49,23,0
59,3,2812,15,1,0,1,1,4,0,0,0,8,37,0
30,5,1425,11,15,2,4,0,4,1,0,0,49,37,0
10,3,86,9,4,4,9,1,4,1,0,0,28,37,0
17,6,44,8,2,4,1,4,4,0,0,0,28,37,0
4,3,1506,15,1,4,1,1,4,0,0,0,28,37,0
20,3,1441,4,9,5,7,4,4,0,0,0,28,25,0
45,4,1169,8,2,2,3,0,4,1,0,0,39,37,0
1,3,2548,11,15,4,11,3,4,0,0,0,3,37,0
5,0,1397,5,10,4,0,4,4,0,0,0,28,25,0
32,3,1853,15,1,2,3,0,4,1,0,0,39,37,1
42,1,1375,11,15,6,11,4,4,0,0,0,28,11,0
45,3,894,9,4,2,3,0,4,1,0,0,23,37,1
23,3,2794,15,1,2,9,0,0,1,0,0,28,37,1
23,3,460,15,1,2,6,0,4,1,0,0,31,37,0
33,3,2681,11,15,2,9,0,4,1,0,0,28,37,0
1,1,1243,1,13,4,6,3,4,1,0,0,27,37,0
34,3,93,12,5,2,9,0,4,1,0,0,35,37,1
17,3,1227,15,1,4,7,1,4,0,0,0,28,37,0
2,0,1277,11,15,4,0,2,1,0,0,0,1,33,0
12,6,1271,12,5,2,9,0,4,1,0,0,3,37,0
3,0,1125,15,1,4,0,3,4,0,0,0,28,37,0
37,3,1466,15,1,0,1,1,4,1,0,0,18,37,0
39,4,1423,2,14,2,3,0,4,1,0,11,28,37,0
38,3,2115,11,15,2,3,5,4,0,0,0,18,37,1
2,3,2521,11,15,4,5,3,4,0,0,0,13,37,0
13,3,2661,11,15,4,5,1,4,1,0,0,28,37,0
8,3,1348,9,4,4,9,1,4,0,0,0,28,37,0
17,3,785,8,2,0,12,4,4,0,0,0,28,37,0
13,3,1969,7,3,5,7,4,4,0,0,0,28,37,0
24,1,2691,11,15,2,7,0,4,1,0,0,28,37,0
33,3,999,8,2,2,12,0,4,1,0,0,26,37,1
10,3,632,0,12,4,7,1,4,1,0,0,28,37,0
31,5,1027,9,4,2,9,0,4,1,0,0,28,37,0
18,3,2577,8,2,2,2,0,4,1,0,0,39,37,0
31,1,2074,9,4,2,9,0,4,1,0,0,32,37,1
37,2,1004,12,5,2,9,0,4,1,0,24,28,37,1
7,3,1161,11,15,2,5,0,2,1,0,0,57,37,0
27,3,1383,9,4,0,3,4,4,0,0,0,33,37,0
29,3,64,11,15,0,2,1,4,1,0,0,28,37,0
50,1,2589,11,15,2,12,0,4,1,0,0,28,37,1
6,3,2560,15,1,4,13,1,4,1,0,0,49,37,0
22,3,1818,11,15,2,1,5,4,0,0,0,13,37,0
26,3,359,11,15,0,2,1,4,1,0,0,28,37,0
28,3,1626,11,15,4,13,1,4,1,0,0,28,37,0
25,4,538,14,6,2,9,0,4,1,0,0,49,5,1
67,3,1689,0,12,2,3,0,4,1,0,0,28,37,0
9,3,1098,15,1,2,3,5,4,0,0,0,13,37,0
43,3,2695,11,15,2,11,0,4,1,0,0,28,37,0
31,3,231,15,1,2,11,0,2,1,0,0,61,37,0
1,3,180,11,15,4,6,3,4,1,0,0,8,37,0
19,0,1022,8,2,0,0,3,4,1,0,0,39,37,0
11,5,295,11,15,0,2,3,4,1,0,0,28,37,0
42,3,162,9,4,0,1,4,4,0,0,0,28,37,0
13,3,2217,11,15,4,7,3,4,1,0,0,0,37,0
3,3,1287,15,1,4,2,3,4,0,0,0,13,37,0
6,2,1452,1,13,2,5,0,4,1,0,0,28,37,0
10,0,2009,15,1,0,0,3,2,0,0,0,28,37,0
0,3,1850,1,13,4,11,3,4,1,0,0,38,37,0
52,3,382,1,13,4,6,1,4,0,0,0,28,37,0
6,3,1722,9,4,4,11,1,4,0,0,0,33,37,0
10,3,745,9,4,2,9,0,4,1,0,0,30,37,1
13,3,1710,11,15,2,7,0,2,1,0,0,13,37,0
3,3,2772,11,15,4,1,3,2,0,0,0,8,37,0
23,3,1963,9,4,2,1,5,4,0,0,0,28,37,0
30,3,1113,15,1,6,1,4,4,0,0,0,28,37,0
22,3,2251,15,1,0,2,1,4,1,0,0,28,37,0
7,3,1838,8,2,4,6,3,4,0,0,0,28,37,0
41,3,119,12,5,6,11,1,4,0,0,0,15,37,0
4,3,1991,15,1,4,3,1,4,1,0,0,28,37,0
43,3,1694,15,1,2,13,0,4,1,0,0,49,37,0
15,6,1289,15,1,3,4,3,4,1,0,0,39,37,0
19,2,517,8,2,2,13,0,0,1,0,0,28,37,0
46,3,606,8,2,6,1,4,4,0,0,0,61,37,0
32,3,1652,0,12,2,13,0,2,1,0,0,30,37,1
48,0,390,15,1,2,0,0,1,1,0,0,8,37,0
18,3,1768,15,1,2,2,0,2,1,0,0,39,22,1
3,3,2168,15,1,4,4,3,4,1,0,0,49,37,0
34,3,245,0,12,4,4,3,4,1,0,0,28,37,0
35,3,2392,2,14,2,2,0,4,1,0,0,33,37,0
30,3,428,10,7,2,9,0,4,1,0,0,49,37,1
15,3,114,11,15,2,3,0,4,1,0,12,49,37,0
1,3,336,15,1,4,1,3,4,0,0,0,13,37,0
23,5,1880,12,5,5,3,4,4,0,0,0,8,37,0
26,3,1704,15,1,2,2,0,4,1,0,22,28,37,1
11,3,1062,11,15,4,5,3,4,1,0,0,36,37,0
24,4,1472,9,4,2,3,0,4,1,57,0,28,37,1
34,3,218,9,4,2,9,0,4,1,0,0,57,37,1
26,6,2169,14,6,2,9,0,4,1,0,0,39,37,1
40,2,2133,15,1,6,1,4,4,0,0,0,28,25,0
44,6,2298,10,7,2,9,0,4,1,0,22,28,37,1
20,4,2487,8,2,2,11,0,4,1,0,0,28,37,1
21,2,481,11,15,4,13,1,4,1,0,0,28,37,0
31,0,706,11,15,6,0,4,4,0,0,0,13,37,0
2,3,1898,11,15,4,5,2,4,1,0,0,18,37,0
2,0,1105,15,1,4,0,3,4,0,0,0,23,37,0
29,5,17,15,1,2,3,0,4,1,32,0,28,37,0
19,6,2243,9,4,0,9,1,4,0,0,0,44,37,0
23,2,2166,12,5,0,9,4,4,0,0,0,32,37,0
21,3,1943,15,1,2,6,0,4,1,0,0,28,37,0
20,3,656,15,1,0,12,1,0,0,0,0,28,37,0
43,3,1951,4,9,2,13,0,4,1,0,0,28,37,0
35,3,56,15,1,2,9,0,4,1,0,0,28,11,1
9,3,2248,11,15,0,6,1,4,1,0,0,28,37,0
42,1,2567,9,4,3,3,1,4,0,0,0,28,37,0
16,3,256,15,1,4,7,1,4,0,0,0,16,37,0
46,5,1437,4,9,4,11,1,4,0,0,0,17,37,0
10,3,2266,9,4,2,12,0,4,1,0,0,18,37,0
15,3,2690,15,1,2,13,0,4,1,0,0,49,37,0
38,3,1294,15,1,2,9,0,4,1,0,0,28,37,1
12,3,1643,8,2,2,12,0,4,1,0,28,28,37,0
25,5,2759,15,1,2,9,3,4,0,0,0,13,37,0
27,3,2806,0,12,4,4,4,4,1,0,0,23,37,0
44,4,2698,11,15,2,3,0,4,1,0,0,23,37,1
22,3,514,7,3,0,7,4,2,0,0,0,28,37,0
4,3,2427,15,1,4,7,3,4,0,0,0,28,37,0
14,3,1734,6,11,4,2,3,0,1,0,0,23,37,0
3,3,149,5,10,4,6,2,4,1,0,0,28,37,0
6,3,760,15,1,4,11,3,4,1,0,0,33,37,0
26,6,172,11,15,0,12,1,4,0,0,0,28,37,0
52,0,1731,14,6,0,0,1,4,1,0,0,38,37,0
24,5,2215,9,4,5,2,1,4,1,0,0,23,37,0
26,3,902,11,15,2,1,5,4,0,0,0,13,37,1
9,6,2194,15,1,2,3,0,4,1,0,0,1,37,0
23,3,2020,11,15,2,5,0,4,1,0,0,28,37,1
32,3,324,11,15,2,13,0,4,1,0,0,39,37,1
16,5,2023,9,4,2,11,0,4,1,0,0,33,37,1
12,3,2505,8,2,2,1,0,4,1,0,0,28,37,0
9,3,2142,11,15,2,9,0,4,1,0,0,28,37,0
49,3,1235,9,4,2,9,0,4,1,0,0,33,37,1
4,3,1702,15,1,4,9,3,4,0,2,0,20,37,0
16,3,207,11,15,4,1,1,4,0,0,0,29,37,0
13,2,1138,9,4,2,10,0,4,1,0,0,28,37,0
44,3,2754,11,15,2,1,0,4,1,0,0,17,37,0
58,3,1224,15,1,2,3,0,4,1,0,0,23,37,1
